user_id,year,month,txn_count,spend
usr_00007,2023,7,12,459.02
usr_00007,2023,8,12,225.09
usr_00007,2023,9,7,437.28
usr_00007,2023,10,8,1419.79
usr_00007,2023,11,19,1111.39
usr_00007,2023,12,6,1449.67
usr_00007,2024,1,16,559.6
usr_00007,2024,2,13,1647.42
usr_00007,2024,3,5,1530.17
usr_00007,2024,4,15,435.9
usr_00007,2024,5,11,1869.61
usr_00007,2024,6,6,915.64
usr_00008,2023,1,6,1393.16
usr_00008,2023,2,12,1920.12
usr_00008,2023,3,12,1864.66
usr_00008,2023,4,9,244.75
usr_00008,2023,5,13,1341.16
usr_00008,2023,6,13,390.62
usr_00008,2023,7,15,954.41
usr_00008,2023,8,7,1939.22
usr_00008,2023,9,7,1879.44
usr_00008,2023,10,13,1647.85
usr_00008,2023,11,11,1612.57
usr_00008,2023,12,12,232.11
usr_00008,2024,1,14,1692.97
usr_00008,2024,2,6,1634.27
usr_00008,2024,3,11,1155.39
usr_00008,2024,4,8,1290.83
usr_00008,2024,5,18,1285.59
usr_00008,2024,6,18,942.63
usr_00009,2023,1,18,1373.48
usr_00009,2023,2,11,1761.48
usr_00009,2023,3,9,646.11
usr_00009,2023,4,11,625.99
usr_00009,2023,5,19,1669.82
usr_00009,2023,6,16,389.5
usr_00009,2023,7,18,1269.98
usr_00009,2023,8,5,463.11
usr_00009,2023,9,7,758.6
usr_00009,2023,10,17,458.97
usr_00009,2023,11,18,497.96
usr_00009,2023,12,18,712.5
usr_00009,2024,1,13,407.88
usr_00009,2024,2,7,238.07
usr_00009,2024,3,15,514.35
usr_00009,2024,4,5,296.09
usr_00009,2024,5,11,1425.29
usr_00009,2024,6,13,908.53
usr_00010,2023,1,19,1775.01
usr_00010,2023,2,12,1732.04
usr_00010,2023,3,13,526.7
usr_00010,2023,4,5,626.14
usr_00010,2023,5,8,1228.22
usr_00010,2023,6,8,949.27
usr_00010,2023,7,9,872.51
usr_00010,2023,8,5,1142.76
usr_00010,2023,9,18,1700.23
usr_00010,2023,10,6,293.53
usr_00010,2023,11,11,378.4
usr_00010,2023,12,18,1718.43
usr_00010,2024,1,17,1963.23
usr_00010,2024,2,18,1643.65
usr_00010,2024,3,13,1356.47
usr_00010,2024,4,16,1602.19
usr_00010,2024,5,16,1164.92
usr_00010,2024,6,7,1125.6
usr_00011,2023,1,6,198.69
usr_00011,2023,2,4,323.39
usr_00011,2023,3,2,78.49
usr_00011,2023,4,2,244.16
usr_00011,2023,5,2,123.96
usr_00011,2023,6,3,190.08
usr_00011,2023,7,4,170.47
usr_00011,2023,8,3,195.94
usr_00011,2023,9,2,155.47
usr_00012,2023,1,10,467.83
usr_00012,2023,2,3,343.49
usr_00012,2023,3,11,1057.46
usr_00012,2023,4,8,241.55
usr_00012,2023,5,13,940.85
usr_00012,2023,6,9,1102.29
usr_00012,2023,7,2,172.52
usr_00012,2023,8,8,249.24
usr_00012,2023,9,14,1440.38
usr_00012,2023,10,3,910.84
usr_00012,2023,11,12,1184.8
usr_00012,2023,12,12,1254.48
usr_00012,2024,1,8,306.92
usr_00012,2024,2,6,110.48
usr_00012,2024,3,3,416.22
usr_00013,2023,1,16,1876.23
usr_00013,2023,2,17,410.79
usr_00013,2023,3,6,357.88
usr_00013,2023,4,12,953.49
usr_00013,2023,5,14,1593.78
usr_00013,2023,6,8,800.55
usr_00013,2023,7,15,1817.06
usr_00013,2023,8,17,686.96
usr_00013,2023,9,16,855.55
usr_00013,2023,10,12,483.7
usr_00013,2023,11,9,466.01
usr_00013,2023,12,6,988.23
usr_00013,2024,1,19,889.98
usr_00013,2024,2,6,1195.39
usr_00013,2024,3,15,1885.05
usr_00013,2024,4,10,1062.87
usr_00013,2024,5,16,877.45
usr_00013,2024,6,14,1491.97
usr_00014,2023,1,7,68.05
usr_00014,2023,2,2,322.17
usr_00014,2023,3,6,69.74
usr_00014,2023,4,4,346.19
usr_00014,2023,5,5,16.03
usr_00014,2023,6,1,414.45
usr_00014,2023,7,4,154.73
usr_00014,2023,8,7,226.73
usr_00014,2023,9,4,157.94
usr_00014,2023,12,0,0.0
usr_00014,2024,5,0,0.0
usr_00015,2023,1,2,181.14
usr_00015,2023,2,10,1350.7
usr_00015,2023,3,13,399.2
usr_00015,2023,4,1,257.38
usr_00015,2023,5,12,337.4
usr_00015,2023,6,11,1370.43
usr_00015,2023,7,5,102.44
usr_00015,2023,8,10,57.87
usr_00015,2023,9,3,928.59
usr_00015,2023,10,1,1212.15
usr_00015,2023,11,14,1281.64
usr_00015,2023,12,3,117.34
usr_00015,2024,1,7,1025.96
usr_00015,2024,2,7,687.97
usr_00015,2024,3,5,558.12
usr_00015,2024,4,2,31.83
usr_00015,2024,5,1,33.99
usr_00016,2023,1,2,275.06
usr_00016,2023,2,12,1115.2
usr_00016,2023,3,1,442.6
usr_00016,2023,4,3,1079.36
usr_00016,2023,5,8,936.74
usr_00016,2023,6,14,129.03
usr_00016,2023,7,1,111.41
usr_00016,2023,8,9,1332.01
usr_00016,2023,9,7,301.04
usr_00016,2023,10,10,183.0
usr_00016,2023,11,11,1471.04
usr_00016,2023,12,2,630.81
usr_00016,2024,1,5,715.29
usr_00016,2024,2,6,517.65
usr_00016,2024,3,3,627.24
usr_00016,2024,5,1,145.79
usr_00016,2024,6,0,0.0
usr_00017,2023,1,15,1053.5
usr_00017,2023,2,11,414.59
usr_00017,2023,3,19,700.54
usr_00017,2023,4,7,748.47
usr_00017,2023,5,14,1299.78
usr_00017,2023,6,11,1342.33
usr_00017,2023,7,19,935.81
usr_00017,2023,8,11,591.73
usr_00017,2023,9,19,770.67
usr_00017,2023,10,13,264.91
usr_00017,2023,11,9,1053.44
usr_00017,2023,12,11,606.07
usr_00017,2024,1,6,1218.39
usr_00017,2024,2,13,1463.6
usr_00017,2024,3,13,1374.38
usr_00017,2024,4,14,769.19
usr_00017,2024,5,8,1188.46
usr_00017,2024,6,16,976.55
usr_00018,2023,1,8,793.47
usr_00018,2023,2,6,1118.22
usr_00018,2023,3,8,1385.53
usr_00018,2023,4,13,780.27
usr_00018,2023,5,11,1209.81
usr_00018,2023,6,8,505.95
usr_00018,2023,7,8,766.51
usr_00018,2023,8,12,217.99
usr_00018,2023,9,1,1270.89
usr_00018,2023,10,2,130.57
usr_00018,2023,11,2,534.49
usr_00018,2023,12,3,265.45
usr_00018,2024,1,8,828.61
usr_00018,2024,2,2,41.94
usr_00018,2024,3,3,570.0
usr_00018,2024,4,3,173.46
usr_00018,2024,5,1,135.47
usr_00019,2023,1,1,388.33
usr_00019,2023,2,7,162.37
usr_00019,2023,3,6,355.65
usr_00019,2023,4,5,200.04
usr_00019,2023,5,7,15.26
usr_00019,2023,6,5,112.44
usr_00019,2023,7,6,90.24
usr_00019,2023,8,4,91.29
usr_00019,2023,9,3,494.68
usr_00019,2024,1,0,0.0
usr_00019,2024,4,0,0.0
usr_00020,2023,1,17,471.21
usr_00020,2023,2,9,1832.79
usr_00020,2023,3,7,280.37
usr_00020,2023,4,14,725.71
usr_00020,2023,5,8,1082.36
usr_00020,2023,6,19,1087.92
usr_00020,2023,7,13,351.41
usr_00020,2023,8,9,1718.46
usr_00020,2023,9,8,1347.66
usr_00020,2023,10,13,1406.37
usr_00020,2023,11,14,1573.23
usr_00020,2023,12,14,859.9
usr_00020,2024,1,5,1171.15
usr_00020,2024,2,18,1720.06
usr_00020,2024,3,10,1068.63
usr_00020,2024,4,12,1733.63
usr_00020,2024,5,16,1108.62
usr_00020,2024,6,11,1256.82
usr_00021,2023,1,7,176.89
usr_00021,2023,2,5,270.39
usr_00021,2023,3,4,61.44
usr_00021,2023,4,1,459.5
usr_00021,2023,5,3,319.11
usr_00021,2023,6,3,176.04
usr_00021,2023,7,2,103.89
usr_00021,2023,8,2,464.46
usr_00021,2023,9,1,229.62
usr_00021,2023,12,0,0.0
usr_00022,2023,1,10,1095.01
usr_00022,2023,2,13,1446.66
usr_00022,2023,3,9,1306.86
usr_00022,2023,4,11,215.45
usr_00022,2023,5,8,688.13
usr_00022,2023,6,11,852.0
usr_00022,2023,7,14,1456.23
usr_00022,2023,8,10,1477.64
usr_00022,2023,9,3,1113.94
usr_00022,2023,10,5,1137.48
usr_00022,2023,11,9,229.61
usr_00022,2023,12,4,96.51
usr_00022,2024,1,5,558.87
usr_00022,2024,2,6,870.02
usr_00022,2024,3,5,647.64
usr_00022,2024,4,2,190.23
usr_00023,2023,1,4,590.42
usr_00023,2023,2,1,120.61
usr_00023,2023,3,6,1029.19
usr_00023,2023,4,2,1084.22
usr_00023,2023,5,10,1304.91
usr_00023,2023,6,11,1122.18
usr_00023,2023,7,6,121.0
usr_00023,2023,8,12,390.08
usr_00023,2023,9,2,1294.28
usr_00023,2023,10,9,56.53
usr_00023,2023,11,14,1032.07
usr_00023,2023,12,7,82.0
usr_00023,2024,1,8,991.67
usr_00023,2024,2,3,602.26
usr_00023,2024,3,1,567.59
usr_00023,2024,4,1,163.13
usr_00023,2024,5,1,71.1
usr_00024,2023,1,13,537.67
usr_00024,2023,2,18,352.66
usr_00024,2023,3,15,1491.75
usr_00024,2023,4,10,1653.38
usr_00024,2023,5,13,733.45
usr_00024,2023,6,19,934.3
usr_00024,2023,7,13,1234.77
usr_00024,2023,8,7,1995.64
usr_00024,2023,9,17,1271.38
usr_00024,2023,10,15,906.26
usr_00024,2023,11,12,1094.45
usr_00024,2023,12,18,441.86
usr_00024,2024,1,6,320.9
usr_00024,2024,2,10,563.56
usr_00024,2024,3,13,1015.9
usr_00024,2024,4,5,1342.17
usr_00024,2024,5,18,956.69
usr_00024,2024,6,10,1926.58
usr_00025,2023,1,8,462.58
usr_00025,2023,2,8,1350.65
usr_00025,2023,3,6,521.75
usr_00025,2023,4,4,1368.14
usr_00025,2023,5,5,1126.36
usr_00025,2023,6,8,906.58
usr_00025,2023,7,9,484.11
usr_00025,2023,8,10,399.99
usr_00025,2023,9,5,275.39
usr_00025,2023,10,5,1317.76
usr_00025,2023,11,1,864.16
usr_00025,2023,12,3,1057.38
usr_00025,2024,1,6,504.16
usr_00025,2024,2,6,435.63
usr_00025,2024,3,6,453.6
usr_00025,2024,4,4,362.13
usr_00025,2024,5,1,175.29
usr_00026,2023,1,11,1919.63
usr_00026,2023,2,14,1122.92
usr_00026,2023,3,19,264.52
usr_00026,2023,4,11,1927.59
usr_00026,2023,5,16,273.94
usr_00026,2023,6,6,642.92
usr_00026,2023,7,13,1019.21
usr_00026,2023,8,5,1128.96
usr_00026,2023,9,16,291.73
usr_00026,2023,10,9,400.88
usr_00026,2023,11,14,308.95
usr_00026,2023,12,10,1456.74
usr_00026,2024,1,11,743.73
usr_00026,2024,2,8,909.43
usr_00026,2024,3,8,202.99
usr_00026,2024,4,11,401.73
usr_00026,2024,5,11,202.22
usr_00026,2024,6,17,1114.7
usr_00027,2023,1,5,976.39
usr_00027,2023,2,9,1605.05
usr_00027,2023,3,12,668.63
usr_00027,2023,4,17,780.48
usr_00027,2023,5,13,1063.75
usr_00027,2023,6,8,1429.87
usr_00027,2023,7,10,795.32
usr_00027,2023,8,8,1874.69
usr_00027,2023,9,12,1029.39
usr_00027,2023,10,5,1480.8
usr_00027,2023,11,7,285.27
usr_00027,2023,12,7,448.77
usr_00027,2024,1,5,216.67
usr_00027,2024,2,18,538.98
usr_00027,2024,3,17,399.13
usr_00027,2024,4,5,1316.27
usr_00027,2024,5,12,1224.58
usr_00027,2024,6,8,1262.35
usr_00028,2023,1,7,1287.39
usr_00028,2023,2,1,947.72
usr_00028,2023,3,7,1170.76
usr_00028,2023,4,3,1290.46
usr_00028,2023,5,5,1382.25
usr_00028,2023,6,4,708.96
usr_00028,2023,7,14,1477.74
usr_00028,2023,8,9,574.23
usr_00028,2023,9,11,511.68
usr_00028,2023,10,12,1208.86
usr_00028,2023,11,2,363.72
usr_00028,2023,12,7,573.83
usr_00028,2024,1,6,120.04
usr_00028,2024,2,2,54.86
usr_00028,2024,3,4,34.24
usr_00028,2024,4,1,85.28
usr_00028,2024,5,1,158.34
usr_00029,2023,1,2,71.75
usr_00029,2023,2,5,80.42
usr_00029,2023,3,5,94.74
usr_00029,2023,4,5,258.57
usr_00029,2023,5,1,11.96
usr_00029,2023,6,7,18.12
usr_00029,2023,7,4,296.47
usr_00029,2023,8,7,72.19
usr_00029,2023,9,5,441.39
usr_00029,2024,1,0,0.0
usr_00029,2024,6,0,0.0
usr_00030,2023,1,18,616.3
usr_00030,2023,2,17,656.6
usr_00030,2023,3,18,1299.39
usr_00030,2023,4,7,913.1
usr_00030,2023,5,13,1419.72
usr_00030,2023,6,12,1220.49
usr_00030,2023,7,15,1565.16
usr_00030,2023,8,15,954.69
usr_00030,2023,9,19,1126.25
usr_00030,2023,10,19,1632.85
usr_00030,2023,11,5,1136.41
usr_00030,2023,12,11,369.33
usr_00030,2024,1,11,1801.38
usr_00030,2024,2,14,1428.65
usr_00030,2024,3,10,468.87
usr_00030,2024,4,10,521.2
usr_00030,2024,5,19,559.18
usr_00030,2024,6,18,1842.65
usr_00031,2023,1,17,1045.64
usr_00031,2023,2,18,1781.06
usr_00031,2023,3,16,882.29
usr_00031,2023,4,11,1535.09
usr_00031,2023,5,12,1516.04
usr_00031,2023,6,13,1225.88
usr_00031,2023,7,16,388.31
usr_00031,2023,8,16,1758.03
usr_00031,2023,9,18,1636.58
usr_00031,2023,10,12,567.92
usr_00031,2023,11,6,1538.48
usr_00031,2023,12,11,1962.6
usr_00031,2024,1,5,878.86
usr_00031,2024,2,17,1797.63
usr_00031,2024,3,15,910.33
usr_00031,2024,4,14,1295.73
usr_00031,2024,5,9,1245.78
usr_00031,2024,6,10,1283.19
usr_00032,2023,1,3,239.14
usr_00032,2023,2,1,194.83
usr_00032,2023,3,2,203.11
usr_00032,2023,4,6,89.81
usr_00032,2023,5,1,345.44
usr_00032,2023,6,1,477.9
usr_00032,2023,7,3,129.36
usr_00032,2023,8,2,379.22
usr_00032,2023,9,1,441.71
usr_00032,2023,12,0,0.0
usr_00032,2024,4,0,0.0
usr_00033,2023,1,10,210.5
usr_00033,2023,2,7,416.03
usr_00033,2023,3,2,1158.97
usr_00033,2023,4,5,1321.23
usr_00033,2023,5,11,1477.62
usr_00033,2023,6,13,1474.43
usr_00033,2023,7,5,154.14
usr_00033,2023,8,14,249.8
usr_00033,2023,9,14,851.7
usr_00033,2023,10,5,190.62
usr_00033,2023,11,12,944.3
usr_00033,2023,12,10,738.03
usr_00033,2024,1,5,306.78
usr_00033,2024,2,1,166.15
usr_00033,2024,4,3,140.96
usr_00033,2024,5,1,93.68
usr_00034,2023,1,14,417.18
usr_00034,2023,2,19,1813.02
usr_00034,2023,3,15,676.17
usr_00034,2023,4,6,1723.66
usr_00034,2023,5,14,944.42
usr_00034,2023,6,7,1009.75
usr_00034,2023,7,7,1478.44
usr_00034,2023,8,8,1732.4
usr_00034,2023,9,13,810.78
usr_00034,2023,10,18,1155.53
usr_00034,2023,11,15,640.63
usr_00034,2023,12,8,490.26
usr_00034,2024,1,5,1798.38
usr_00034,2024,2,19,1599.25
usr_00034,2024,3,9,1083.09
usr_00034,2024,4,12,1153.54
usr_00034,2024,5,10,982.21
usr_00034,2024,6,13,437.16
usr_00035,2023,1,7,1067.66
usr_00035,2023,2,19,1915.77
usr_00035,2023,3,7,1197.95
usr_00035,2023,4,7,573.89
usr_00035,2023,5,7,254.1
usr_00035,2023,6,8,414.12
usr_00035,2023,7,7,778.76
usr_00035,2023,8,18,1294.63
usr_00035,2023,9,6,920.81
usr_00035,2023,10,11,1157.39
usr_00035,2023,11,14,1979.49
usr_00035,2023,12,7,1672.95
usr_00035,2024,1,17,1043.77
usr_00035,2024,2,16,475.18
usr_00035,2024,3,17,814.5
usr_00035,2024,4,18,290.19
usr_00035,2024,5,18,1630.02
usr_00035,2024,6,10,1320.88
usr_00036,2023,1,9,357.33
usr_00036,2023,2,12,1389.49
usr_00036,2023,3,8,976.57
usr_00036,2023,4,7,53.35
usr_00036,2023,5,8,457.3
usr_00036,2023,6,14,139.99
usr_00036,2023,7,6,237.09
usr_00036,2023,8,7,270.87
usr_00036,2023,9,12,619.74
usr_00036,2023,10,9,1386.69
usr_00036,2023,11,10,1102.96
usr_00036,2023,12,4,634.05
usr_00036,2024,1,3,676.15
usr_00036,2024,2,5,432.67
usr_00036,2024,3,3,241.29
usr_00036,2024,4,4,90.29
usr_00036,2024,5,0,187.75
usr_00037,2023,1,4,820.55
usr_00037,2023,2,14,1006.99
usr_00037,2023,3,3,1423.93
usr_00037,2023,4,5,581.19
usr_00037,2023,5,11,634.55
usr_00037,2023,6,11,864.64
usr_00037,2023,7,3,787.95
usr_00037,2023,8,11,1365.28
usr_00037,2023,9,5,988.25
usr_00037,2023,10,6,546.43
usr_00037,2023,11,10,688.07
usr_00037,2023,12,5,205.08
usr_00037,2024,1,8,748.43
usr_00037,2024,2,1,588.53
usr_00037,2024,3,4,34.7
usr_00037,2024,4,2,153.97
usr_00037,2024,5,1,173.28
usr_00038,2023,1,3,448.97
usr_00038,2023,2,2,251.05
usr_00038,2023,3,4,1028.37
usr_00038,2023,4,4,1369.97
usr_00038,2023,5,11,836.01
usr_00038,2023,6,3,1067.02
usr_00038,2023,7,11,934.59
usr_00038,2023,8,14,419.91
usr_00038,2023,9,5,514.71
usr_00038,2023,10,9,1465.39
usr_00038,2023,11,8,1043.87
usr_00038,2023,12,5,73.84
usr_00038,2024,1,5,969.78
usr_00038,2024,2,3,549.9
usr_00038,2024,3,2,620.78
usr_00038,2024,4,2,378.91
usr_00039,2023,1,11,1862.97
usr_00039,2023,2,18,1717.98
usr_00039,2023,3,19,1540.98
usr_00039,2023,4,19,1576.4
usr_00039,2023,5,8,1065.09
usr_00039,2023,6,16,1021.61
usr_00039,2023,7,15,1360.67
usr_00039,2023,8,8,720.78
usr_00039,2023,9,9,1254.73
usr_00039,2023,10,8,937.97
usr_00039,2023,11,9,1668.9
usr_00039,2023,12,8,1749.03
usr_00039,2024,1,13,213.51
usr_00039,2024,2,7,805.03
usr_00039,2024,3,11,1710.51
usr_00039,2024,4,16,448.99
usr_00039,2024,5,15,408.27
usr_00039,2024,6,16,902.11
usr_00040,2023,1,3,85.44
usr_00040,2023,2,2,217.17
usr_00040,2023,3,3,467.12
usr_00040,2023,4,5,490.6
usr_00040,2023,5,5,77.62
usr_00040,2023,6,1,397.46
usr_00040,2023,7,2,443.58
usr_00040,2023,8,2,335.09
usr_00040,2023,9,4,417.94
usr_00040,2023,10,0,0.0
usr_00041,2023,1,6,1510.12
usr_00041,2023,2,6,772.99
usr_00041,2023,3,19,1030.18
usr_00041,2023,4,7,292.55
usr_00041,2023,5,11,1410.08
usr_00041,2023,6,16,1617.43
usr_00041,2023,7,10,1697.82
usr_00041,2023,8,18,950.0
usr_00041,2023,9,17,778.78
usr_00041,2023,10,8,1642.5
usr_00041,2023,11,16,1084.26
usr_00041,2023,12,8,459.04
usr_00041,2024,1,18,1782.32
usr_00041,2024,2,18,476.35
usr_00041,2024,3,6,1160.91
usr_00041,2024,4,9,295.05
usr_00041,2024,5,6,200.93
usr_00041,2024,6,6,1594.32
usr_00042,2023,1,11,1374.06
usr_00042,2023,2,16,502.4
usr_00042,2023,3,17,464.35
usr_00042,2023,4,5,1681.62
usr_00042,2023,5,17,1170.1
usr_00042,2023,6,11,366.96
usr_00042,2023,7,17,910.07
usr_00042,2023,8,13,663.41
usr_00042,2023,9,16,1554.19
usr_00042,2023,10,8,1550.48
usr_00042,2023,11,12,1036.42
usr_00042,2023,12,9,594.54
usr_00042,2024,1,10,575.08
usr_00042,2024,2,14,414.04
usr_00042,2024,3,16,354.77
usr_00042,2024,4,10,515.62
usr_00042,2024,5,7,1681.59
usr_00042,2024,6,5,1982.7
usr_00043,2023,1,10,1376.37
usr_00043,2023,2,7,907.25
usr_00043,2023,3,11,1775.15
usr_00043,2023,4,19,1771.15
usr_00043,2023,5,19,546.14
usr_00043,2023,6,14,1380.93
usr_00043,2023,7,8,720.35
usr_00043,2023,8,8,1219.56
usr_00043,2023,9,16,1191.64
usr_00043,2023,10,10,1478.96
usr_00043,2023,11,17,247.84
usr_00043,2023,12,12,1282.81
usr_00043,2024,1,5,1075.15
usr_00043,2024,2,14,953.58
usr_00043,2024,3,8,1564.24
usr_00043,2024,4,6,1210.2
usr_00043,2024,5,17,893.67
usr_00043,2024,6,16,1139.45
usr_00044,2023,1,9,1215.37
usr_00044,2023,2,14,318.94
usr_00044,2023,3,15,201.92
usr_00044,2023,4,5,1810.12
usr_00044,2023,5,8,1363.32
usr_00044,2023,6,16,1802.48
usr_00044,2023,7,7,1045.92
usr_00044,2023,8,17,1883.98
usr_00044,2023,9,12,307.08
usr_00044,2023,10,10,1254.39
usr_00044,2023,11,8,551.88
usr_00044,2023,12,9,585.37
usr_00044,2024,1,15,378.48
usr_00044,2024,2,11,960.92
usr_00044,2024,3,8,517.05
usr_00044,2024,4,6,1748.51
usr_00044,2024,5,7,776.71
usr_00044,2024,6,10,299.49
usr_00045,2023,1,10,676.65
usr_00045,2023,2,18,569.7
usr_00045,2023,3,14,1799.06
usr_00045,2023,4,5,379.7
usr_00045,2023,5,18,393.33
usr_00045,2023,6,5,1315.22
usr_00045,2023,7,6,419.54
usr_00045,2023,8,7,1557.69
usr_00045,2023,9,17,1675.66
usr_00045,2023,10,15,1994.02
usr_00045,2023,11,12,279.52
usr_00045,2023,12,8,783.09
usr_00045,2024,1,11,1907.56
usr_00045,2024,2,6,1651.14
usr_00045,2024,3,13,506.61
usr_00045,2024,4,17,1097.55
usr_00045,2024,5,19,1088.61
usr_00045,2024,6,9,885.32
usr_00046,2023,1,19,1252.55
usr_00046,2023,2,12,777.95
usr_00046,2023,3,6,547.77
usr_00046,2023,4,19,1759.06
usr_00046,2023,5,6,1260.8
usr_00046,2023,6,13,935.6
usr_00046,2023,7,10,976.73
usr_00046,2023,8,17,1868.18
usr_00046,2023,9,14,1879.0
usr_00046,2023,10,15,792.67
usr_00046,2023,11,10,1011.88
usr_00046,2023,12,19,1031.27
usr_00046,2024,1,13,1385.76
usr_00046,2024,2,10,777.29
usr_00046,2024,3,13,822.32
usr_00046,2024,4,6,370.35
usr_00046,2024,5,10,498.91
usr_00046,2024,6,12,900.37
usr_00047,2023,1,15,1212.81
usr_00047,2023,2,16,663.36
usr_00047,2023,3,16,1688.22
usr_00047,2023,4,19,1275.31
usr_00047,2023,5,18,1404.11
usr_00047,2023,6,19,1901.94
usr_00047,2023,7,5,906.47
usr_00047,2023,8,6,1242.16
usr_00047,2023,9,18,208.31
usr_00047,2023,10,14,1424.75
usr_00047,2023,11,5,1212.8
usr_00047,2023,12,6,1538.23
usr_00047,2024,1,5,1733.86
usr_00047,2024,2,8,1038.36
usr_00047,2024,3,12,209.85
usr_00047,2024,4,13,795.29
usr_00047,2024,5,16,1781.77
usr_00047,2024,6,19,1217.14
usr_00048,2023,1,10,489.06
usr_00048,2023,2,11,1093.86
usr_00048,2023,3,16,1165.68
usr_00048,2023,4,8,1934.44
usr_00048,2023,5,19,1740.16
usr_00048,2023,6,17,1269.69
usr_00048,2023,7,7,1780.67
usr_00048,2023,8,13,381.99
usr_00048,2023,9,10,1659.73
usr_00048,2023,10,12,1215.91
usr_00048,2023,11,12,1967.86
usr_00048,2023,12,15,964.96
usr_00048,2024,1,14,865.97
usr_00048,2024,2,6,413.12
usr_00048,2024,3,11,1630.55
usr_00048,2024,4,8,711.91
usr_00048,2024,5,17,746.83
usr_00048,2024,6,15,243.15
usr_00049,2023,1,18,1034.62
usr_00049,2023,2,11,494.11
usr_00049,2023,3,15,1403.0
usr_00049,2023,4,6,1313.69
usr_00049,2023,5,10,272.17
usr_00049,2023,6,13,1140.05
usr_00049,2023,7,11,585.79
